Id,median_house_value
10594,207556.60326688815
17333,207556.60326688815
15282,207556.60326688815
19134,207556.60326688815
15220,207556.60326688815
16655,207556.60326688815
5038,207556.60326688815
14367,207556.60326688815
17909,207556.60326688815
7296,207556.60326688815
10674,207556.60326688815
16096,207556.60326688815
15468,207556.60326688815
1626,207556.60326688815
14530,207556.60326688815
6949,207556.60326688815
1130,207556.60326688815
19982,207556.60326688815
5841,207556.60326688815
4830,207556.60326688815
14945,207556.60326688815
14386,207556.60326688815
18110,207556.60326688815
12600,207556.60326688815
8819,207556.60326688815
4529,207556.60326688815
3097,207556.60326688815
12398,207556.60326688815
5724,207556.60326688815
1819,207556.60326688815
419,207556.60326688815
20038,207556.60326688815
15536,207556.60326688815
11320,207556.60326688815
6607,207556.60326688815
16292,207556.60326688815
8805,207556.60326688815
12767,207556.60326688815
4187,207556.60326688815
16221,207556.60326688815
16964,207556.60326688815
225,207556.60326688815
505,207556.60326688815
16741,207556.60326688815
9404,207556.60326688815
3917,207556.60326688815
6352,207556.60326688815
4207,207556.60326688815
5115,207556.60326688815
11423,207556.60326688815
9241,207556.60326688815
933,207556.60326688815
2781,207556.60326688815
12764,207556.60326688815
6885,207556.60326688815
5602,207556.60326688815
9861,207556.60326688815
14640,207556.60326688815
17110,207556.60326688815
20467,207556.60326688815
20511,207556.60326688815
1692,207556.60326688815
539,207556.60326688815
8592,207556.60326688815
16198,207556.60326688815
4854,207556.60326688815
19590,207556.60326688815
1219,207556.60326688815
4394,207556.60326688815
8058,207556.60326688815
9731,207556.60326688815
4382,207556.60326688815
5192,207556.60326688815
11278,207556.60326688815
1640,207556.60326688815
10179,207556.60326688815
19399,207556.60326688815
5085,207556.60326688815
13172,207556.60326688815
15831,207556.60326688815
11283,207556.60326688815
12253,207556.60326688815
16258,207556.60326688815
4781,207556.60326688815
808,207556.60326688815
19205,207556.60326688815
16987,207556.60326688815
16674,207556.60326688815
9580,207556.60326688815
18168,207556.60326688815
19844,207556.60326688815
4808,207556.60326688815
9899,207556.60326688815
17293,207556.60326688815
7636,207556.60326688815
9329,207556.60326688815
5034,207556.60326688815
216,207556.60326688815
19051,207556.60326688815
14157,207556.60326688815
17162,207556.60326688815
6582,207556.60326688815
2482,207556.60326688815
8195,207556.60326688815
20036,207556.60326688815
5036,207556.60326688815
4721,207556.60326688815
3501,207556.60326688815
1936,207556.60326688815
6299,207556.60326688815
14925,207556.60326688815
1042,207556.60326688815
20161,207556.60326688815
18079,207556.60326688815
18951,207556.60326688815
17601,207556.60326688815
7973,207556.60326688815
10542,207556.60326688815
7976,207556.60326688815
7914,207556.60326688815
4146,207556.60326688815
17077,207556.60326688815
3974,207556.60326688815
10610,207556.60326688815
7256,207556.60326688815
15457,207556.60326688815
15074,207556.60326688815
7557,207556.60326688815
14041,207556.60326688815
6744,207556.60326688815
4940,207556.60326688815
9346,207556.60326688815
1898,207556.60326688815
3525,207556.60326688815
8890,207556.60326688815
1790,207556.60326688815
16814,207556.60326688815
14029,207556.60326688815
7062,207556.60326688815
14179,207556.60326688815
1594,207556.60326688815
7733,207556.60326688815
1531,207556.60326688815
4564,207556.60326688815
2126,207556.60326688815
16597,207556.60326688815
18481,207556.60326688815
11554,207556.60326688815
7958,207556.60326688815
3341,207556.60326688815
15836,207556.60326688815
4399,207556.60326688815
7010,207556.60326688815
14415,207556.60326688815
20438,207556.60326688815
1209,207556.60326688815
5543,207556.60326688815
12691,207556.60326688815
5199,207556.60326688815
7457,207556.60326688815
4948,207556.60326688815
9630,207556.60326688815
20163,207556.60326688815
8641,207556.60326688815
3704,207556.60326688815
8918,207556.60326688815
13732,207556.60326688815
13667,207556.60326688815
19055,207556.60326688815
15097,207556.60326688815
3356,207556.60326688815
16912,207556.60326688815
9500,207556.60326688815
6628,207556.60326688815
7433,207556.60326688815
5520,207556.60326688815
9581,207556.60326688815
6104,207556.60326688815
4079,207556.60326688815
19417,207556.60326688815
8929,207556.60326688815
9109,207556.60326688815
5951,207556.60326688815
6986,207556.60326688815
5656,207556.60326688815
13259,207556.60326688815
10001,207556.60326688815
11167,207556.60326688815
3084,207556.60326688815
18759,207556.60326688815
14499,207556.60326688815
12843,207556.60326688815
7910,207556.60326688815
12566,207556.60326688815
18501,207556.60326688815
10713,207556.60326688815
15000,207556.60326688815
1450,207556.60326688815
1575,207556.60326688815
12378,207556.60326688815
16158,207556.60326688815
8213,207556.60326688815
19259,207556.60326688815
8728,207556.60326688815
20101,207556.60326688815
20139,207556.60326688815
1245,207556.60326688815
4151,207556.60326688815
16352,207556.60326688815
13787,207556.60326688815
8005,207556.60326688815
15927,207556.60326688815
5832,207556.60326688815
11834,207556.60326688815
9387,207556.60326688815
8909,207556.60326688815
7672,207556.60326688815
16635,207556.60326688815
10890,207556.60326688815
1681,207556.60326688815
11452,207556.60326688815
849,207556.60326688815
2072,207556.60326688815
7444,207556.60326688815
5005,207556.60326688815
1217,207556.60326688815
7344,207556.60326688815
14702,207556.60326688815
13062,207556.60326688815
15236,207556.60326688815
8810,207556.60326688815
14755,207556.60326688815
19556,207556.60326688815
15750,207556.60326688815
10632,207556.60326688815
4547,207556.60326688815
6589,207556.60326688815
11698,207556.60326688815
7465,207556.60326688815
7026,207556.60326688815
19247,207556.60326688815
1492,207556.60326688815
19436,207556.60326688815
9866,207556.60326688815
7297,207556.60326688815
6107,207556.60326688815
10068,207556.60326688815
2491,207556.60326688815
18699,207556.60326688815
5916,207556.60326688815
11864,207556.60326688815
16550,207556.60326688815
8917,207556.60326688815
16119,207556.60326688815
17175,207556.60326688815
13449,207556.60326688815
18331,207556.60326688815
1277,207556.60326688815
928,207556.60326688815
17461,207556.60326688815
7751,207556.60326688815
5040,207556.60326688815
9276,207556.60326688815
14607,207556.60326688815
2988,207556.60326688815
17717,207556.60326688815
14829,207556.60326688815
19225,207556.60326688815
10516,207556.60326688815
569,207556.60326688815
9600,207556.60326688815
2280,207556.60326688815
14230,207556.60326688815
8070,207556.60326688815
10519,207556.60326688815
7261,207556.60326688815
11280,207556.60326688815
12842,207556.60326688815
5509,207556.60326688815
13321,207556.60326688815
20404,207556.60326688815
2563,207556.60326688815
12051,207556.60326688815
18511,207556.60326688815
11450,207556.60326688815
13328,207556.60326688815
17642,207556.60326688815
2329,207556.60326688815
15816,207556.60326688815
2645,207556.60326688815
13162,207556.60326688815
964,207556.60326688815
5918,207556.60326688815
8481,207556.60326688815
6966,207556.60326688815
5908,207556.60326688815
18614,207556.60326688815
6740,207556.60326688815
6661,207556.60326688815
31,207556.60326688815
12974,207556.60326688815
18954,207556.60326688815
8943,207556.60326688815
3686,207556.60326688815
3583,207556.60326688815
13126,207556.60326688815
20089,207556.60326688815
18750,207556.60326688815
1887,207556.60326688815
8323,207556.60326688815
7985,207556.60326688815
1694,207556.60326688815
15636,207556.60326688815
11364,207556.60326688815
1867,207556.60326688815
12644,207556.60326688815
5059,207556.60326688815
5428,207556.60326688815
17053,207556.60326688815
7799,207556.60326688815
6038,207556.60326688815
17115,207556.60326688815
11833,207556.60326688815
7907,207556.60326688815
1186,207556.60326688815
3435,207556.60326688815
6893,207556.60326688815
8787,207556.60326688815
7309,207556.60326688815
19921,207556.60326688815
8752,207556.60326688815
16650,207556.60326688815
16275,207556.60326688815
20208,207556.60326688815
11372,207556.60326688815
13111,207556.60326688815
18922,207556.60326688815
19037,207556.60326688815
733,207556.60326688815
7150,207556.60326688815
7758,207556.60326688815
1565,207556.60326688815
5679,207556.60326688815
13933,207556.60326688815
11234,207556.60326688815
16321,207556.60326688815
9783,207556.60326688815
1935,207556.60326688815
15788,207556.60326688815
4351,207556.60326688815
2169,207556.60326688815
10654,207556.60326688815
13571,207556.60326688815
13070,207556.60326688815
16673,207556.60326688815
4620,207556.60326688815
731,207556.60326688815
16061,207556.60326688815
13401,207556.60326688815
14735,207556.60326688815
18438,207556.60326688815
20631,207556.60326688815
14834,207556.60326688815
3240,207556.60326688815
9095,207556.60326688815
4960,207556.60326688815
4199,207556.60326688815
11024,207556.60326688815
9093,207556.60326688815
7180,207556.60326688815
19552,207556.60326688815
397,207556.60326688815
13962,207556.60326688815
16145,207556.60326688815
8765,207556.60326688815
662,207556.60326688815
5899,207556.60326688815
16746,207556.60326688815
6318,207556.60326688815
5446,207556.60326688815
7658,207556.60326688815
2696,207556.60326688815
14167,207556.60326688815
17973,207556.60326688815
7887,207556.60326688815
14569,207556.60326688815
3541,207556.60326688815
17261,207556.60326688815
14730,207556.60326688815
17444,207556.60326688815
16310,207556.60326688815
10760,207556.60326688815
15110,207556.60326688815
851,207556.60326688815
13531,207556.60326688815
8343,207556.60326688815
16075,207556.60326688815
2952,207556.60326688815
11066,207556.60326688815
10475,207556.60326688815
7358,207556.60326688815
1258,207556.60326688815
13793,207556.60326688815
7395,207556.60326688815
1408,207556.60326688815
18895,207556.60326688815
7498,207556.60326688815
18050,207556.60326688815
11199,207556.60326688815
1921,207556.60326688815
13372,207556.60326688815
18763,207556.60326688815
13200,207556.60326688815
1433,207556.60326688815
11006,207556.60326688815
7754,207556.60326688815
9212,207556.60326688815
19428,207556.60326688815
14394,207556.60326688815
17687,207556.60326688815
6711,207556.60326688815
16883,207556.60326688815
18645,207556.60326688815
5222,207556.60326688815
16803,207556.60326688815
11792,207556.60326688815
6972,207556.60326688815
4301,207556.60326688815
7517,207556.60326688815
658,207556.60326688815
1168,207556.60326688815
5928,207556.60326688815
8633,207556.60326688815
6152,207556.60326688815
15286,207556.60326688815
8107,207556.60326688815
14427,207556.60326688815
3528,207556.60326688815
17995,207556.60326688815
19732,207556.60326688815
1563,207556.60326688815
19874,207556.60326688815
13053,207556.60326688815
6780,207556.60326688815
13537,207556.60326688815
9165,207556.60326688815
9740,207556.60326688815
9935,207556.60326688815
15244,207556.60326688815
9869,207556.60326688815
17938,207556.60326688815
7970,207556.60326688815
13057,207556.60326688815
16794,207556.60326688815
19749,207556.60326688815
14343,207556.60326688815
12210,207556.60326688815
2713,207556.60326688815
16095,207556.60326688815
13556,207556.60326688815
7073,207556.60326688815
1020,207556.60326688815
12297,207556.60326688815
774,207556.60326688815
17430,207556.60326688815
17000,207556.60326688815
16460,207556.60326688815
4477,207556.60326688815
17419,207556.60326688815
19736,207556.60326688815
13685,207556.60326688815
13028,207556.60326688815
6161,207556.60326688815
314,207556.60326688815
9847,207556.60326688815
13155,207556.60326688815
19278,207556.60326688815
10637,207556.60326688815
11305,207556.60326688815
9922,207556.60326688815
16086,207556.60326688815
20555,207556.60326688815
18290,207556.60326688815
8932,207556.60326688815
16998,207556.60326688815
136,207556.60326688815
18578,207556.60326688815
18675,207556.60326688815
17407,207556.60326688815
14561,207556.60326688815
10821,207556.60326688815
3290,207556.60326688815
15011,207556.60326688815
19691,207556.60326688815
7386,207556.60326688815
5096,207556.60326688815
18057,207556.60326688815
11573,207556.60326688815
8682,207556.60326688815
16272,207556.60326688815
11525,207556.60326688815
16389,207556.60326688815
3959,207556.60326688815
8229,207556.60326688815
969,207556.60326688815
4370,207556.60326688815
15280,207556.60326688815
1370,207556.60326688815
14818,207556.60326688815
16045,207556.60326688815
12788,207556.60326688815
19376,207556.60326688815
1561,207556.60326688815
8822,207556.60326688815
7536,207556.60326688815
8731,207556.60326688815
17856,207556.60326688815
6520,207556.60326688815
4298,207556.60326688815
14762,207556.60326688815
14586,207556.60326688815
11026,207556.60326688815
19944,207556.60326688815
17752,207556.60326688815
858,207556.60326688815
1107,207556.60326688815
18431,207556.60326688815
7616,207556.60326688815
7464,207556.60326688815
5878,207556.60326688815
18713,207556.60326688815
10592,207556.60326688815
6879,207556.60326688815
6989,207556.60326688815
4635,207556.60326688815
10700,207556.60326688815
7094,207556.60326688815
14521,207556.60326688815
12530,207556.60326688815
18487,207556.60326688815
10071,207556.60326688815
10206,207556.60326688815
14052,207556.60326688815
221,207556.60326688815
19002,207556.60326688815
1534,207556.60326688815
2715,207556.60326688815
10410,207556.60326688815
6458,207556.60326688815
13454,207556.60326688815
16477,207556.60326688815
4234,207556.60326688815
8438,207556.60326688815
11051,207556.60326688815
9559,207556.60326688815
12101,207556.60326688815
7282,207556.60326688815
18542,207556.60326688815
2691,207556.60326688815
14737,207556.60326688815
11548,207556.60326688815
15545,207556.60326688815
5367,207556.60326688815
3228,207556.60326688815
13220,207556.60326688815
5077,207556.60326688815
3021,207556.60326688815
14073,207556.60326688815
2838,207556.60326688815
3232,207556.60326688815
7669,207556.60326688815
19249,207556.60326688815
16759,207556.60326688815
1706,207556.60326688815
15806,207556.60326688815
11971,207556.60326688815
12758,207556.60326688815
874,207556.60326688815
5512,207556.60326688815
1096,207556.60326688815
14929,207556.60326688815
5826,207556.60326688815
8411,207556.60326688815
13196,207556.60326688815
17263,207556.60326688815
354,207556.60326688815
10185,207556.60326688815
5814,207556.60326688815
18698,207556.60326688815
16808,207556.60326688815
15908,207556.60326688815
5765,207556.60326688815
19601,207556.60326688815
19450,207556.60326688815
9677,207556.60326688815
5978,207556.60326688815
1254,207556.60326688815
1689,207556.60326688815
16252,207556.60326688815
1071,207556.60326688815
10991,207556.60326688815
12199,207556.60326688815
707,207556.60326688815
20391,207556.60326688815
19451,207556.60326688815
7540,207556.60326688815
16162,207556.60326688815
11271,207556.60326688815
1621,207556.60326688815
16209,207556.60326688815
10726,207556.60326688815
2701,207556.60326688815
19651,207556.60326688815
6083,207556.60326688815
9659,207556.60326688815
11533,207556.60326688815
1914,207556.60326688815
4108,207556.60326688815
4091,207556.60326688815
11629,207556.60326688815
18553,207556.60326688815
11779,207556.60326688815
19823,207556.60326688815
15302,207556.60326688815
3798,207556.60326688815
10508,207556.60326688815
17189,207556.60326688815
15448,207556.60326688815
13664,207556.60326688815
17551,207556.60326688815
13955,207556.60326688815
12656,207556.60326688815
10364,207556.60326688815
17674,207556.60326688815
20055,207556.60326688815
4562,207556.60326688815
19057,207556.60326688815
13598,207556.60326688815
1712,207556.60326688815
117,207556.60326688815
15140,207556.60326688815
19976,207556.60326688815
13262,207556.60326688815
2568,207556.60326688815
8263,207556.60326688815
251,207556.60326688815
7579,207556.60326688815
3171,207556.60326688815
19502,207556.60326688815
9432,207556.60326688815
15360,207556.60326688815
3350,207556.60326688815
3661,207556.60326688815
4481,207556.60326688815
16983,207556.60326688815
5466,207556.60326688815
2471,207556.60326688815
18809,207556.60326688815
11127,207556.60326688815
7520,207556.60326688815
20426,207556.60326688815
9221,207556.60326688815
20479,207556.60326688815
4214,207556.60326688815
754,207556.60326688815
19242,207556.60326688815
8041,207556.60326688815
5386,207556.60326688815
15233,207556.60326688815
1072,207556.60326688815
18018,207556.60326688815
15001,207556.60326688815
20094,207556.60326688815
16658,207556.60326688815
10204,207556.60326688815
3068,207556.60326688815
5284,207556.60326688815
922,207556.60326688815
3015,207556.60326688815
13541,207556.60326688815
4078,207556.60326688815
17924,207556.60326688815
9585,207556.60326688815
4168,207556.60326688815
1357,207556.60326688815
287,207556.60326688815
20174,207556.60326688815
14084,207556.60326688815
13575,207556.60326688815
11829,207556.60326688815
18132,207556.60326688815
1052,207556.60326688815
18396,207556.60326688815
7856,207556.60326688815
2089,207556.60326688815
18098,207556.60326688815
15061,207556.60326688815
2533,207556.60326688815
4771,207556.60326688815
979,207556.60326688815
14079,207556.60326688815
19589,207556.60326688815
9087,207556.60326688815
6545,207556.60326688815
6717,207556.60326688815
17390,207556.60326688815
4876,207556.60326688815
14283,207556.60326688815
4521,207556.60326688815
20416,207556.60326688815
14346,207556.60326688815
16187,207556.60326688815
3310,207556.60326688815
14294,207556.60326688815
18046,207556.60326688815
19164,207556.60326688815
8273,207556.60326688815
8240,207556.60326688815
16764,207556.60326688815
9134,207556.60326688815
2784,207556.60326688815
11111,207556.60326688815
7805,207556.60326688815
667,207556.60326688815
11984,207556.60326688815
520,207556.60326688815
18724,207556.60326688815
12639,207556.60326688815
6343,207556.60326688815
12315,207556.60326688815
17233,207556.60326688815
1412,207556.60326688815
13241,207556.60326688815
11900,207556.60326688815
764,207556.60326688815
11524,207556.60326688815
4867,207556.60326688815
10056,207556.60326688815
1457,207556.60326688815
952,207556.60326688815
15917,207556.60326688815
7373,207556.60326688815
4185,207556.60326688815
15266,207556.60326688815
233,207556.60326688815
6280,207556.60326688815
12730,207556.60326688815
495,207556.60326688815
18860,207556.60326688815
17338,207556.60326688815
5586,207556.60326688815
17793,207556.60326688815
5569,207556.60326688815
15081,207556.60326688815
17437,207556.60326688815
11821,207556.60326688815
8598,207556.60326688815
6599,207556.60326688815
15864,207556.60326688815
1205,207556.60326688815
10591,207556.60326688815
15987,207556.60326688815
8939,207556.60326688815
13296,207556.60326688815
11782,207556.60326688815
16859,207556.60326688815
17447,207556.60326688815
2021,207556.60326688815
10479,207556.60326688815
5179,207556.60326688815
6622,207556.60326688815
10996,207556.60326688815
11749,207556.60326688815
9031,207556.60326688815
6558,207556.60326688815
15318,207556.60326688815
17375,207556.60326688815
14013,207556.60326688815
13161,207556.60326688815
17806,207556.60326688815
9072,207556.60326688815
10013,207556.60326688815
719,207556.60326688815
19048,207556.60326688815
4987,207556.60326688815
19631,207556.60326688815
14101,207556.60326688815
10290,207556.60326688815
15339,207556.60326688815
3041,207556.60326688815
4232,207556.60326688815
12390,207556.60326688815
4766,207556.60326688815
758,207556.60326688815
6445,207556.60326688815
13387,207556.60326688815
9028,207556.60326688815
16082,207556.60326688815
14851,207556.60326688815
12986,207556.60326688815
14534,207556.60326688815
6005,207556.60326688815
17926,207556.60326688815
7742,207556.60326688815
4321,207556.60326688815
4332,207556.60326688815
7558,207556.60326688815
20311,207556.60326688815
11634,207556.60326688815
18340,207556.60326688815
8564,207556.60326688815
4422,207556.60326688815
14584,207556.60326688815
4160,207556.60326688815
8525,207556.60326688815
2467,207556.60326688815
4284,207556.60326688815
488,207556.60326688815
5015,207556.60326688815
5230,207556.60326688815
4391,207556.60326688815
6428,207556.60326688815
14621,207556.60326688815
9050,207556.60326688815
19841,207556.60326688815
13677,207556.60326688815
17471,207556.60326688815
12047,207556.60326688815
5090,207556.60326688815
19029,207556.60326688815
6170,207556.60326688815
14242,207556.60326688815
2276,207556.60326688815
5661,207556.60326688815
10432,207556.60326688815
3965,207556.60326688815
2334,207556.60326688815
14863,207556.60326688815
457,207556.60326688815
2891,207556.60326688815
19297,207556.60326688815
19248,207556.60326688815
7927,207556.60326688815
15786,207556.60326688815
20198,207556.60326688815
12477,207556.60326688815
15679,207556.60326688815
16076,207556.60326688815
5390,207556.60326688815
10491,207556.60326688815
18409,207556.60326688815
14314,207556.60326688815
16136,207556.60326688815
6201,207556.60326688815
4349,207556.60326688815
15526,207556.60326688815
914,207556.60326688815
13551,207556.60326688815
10661,207556.60326688815
14888,207556.60326688815
8117,207556.60326688815
17705,207556.60326688815
8267,207556.60326688815
6261,207556.60326688815
19499,207556.60326688815
1216,207556.60326688815
14169,207556.60326688815
15331,207556.60326688815
4957,207556.60326688815
2683,207556.60326688815
19939,207556.60326688815
16595,207556.60326688815
14181,207556.60326688815
8556,207556.60326688815
5635,207556.60326688815
6071,207556.60326688815
1241,207556.60326688815
1897,207556.60326688815
7429,207556.60326688815
14954,207556.60326688815
7177,207556.60326688815
19910,207556.60326688815
10109,207556.60326688815
14144,207556.60326688815
1336,207556.60326688815
10523,207556.60326688815
6697,207556.60326688815
3108,207556.60326688815
11329,207556.60326688815
19030,207556.60326688815
14582,207556.60326688815
14598,207556.60326688815
3234,207556.60326688815
12629,207556.60326688815
19185,207556.60326688815
10974,207556.60326688815
20614,207556.60326688815
8749,207556.60326688815
16769,207556.60326688815
448,207556.60326688815
13042,207556.60326688815
13963,207556.60326688815
313,207556.60326688815
9762,207556.60326688815
13312,207556.60326688815
7341,207556.60326688815
852,207556.60326688815
19915,207556.60326688815
5354,207556.60326688815
1586,207556.60326688815
10518,207556.60326688815
2795,207556.60326688815
3675,207556.60326688815
15219,207556.60326688815
3511,207556.60326688815
14334,207556.60326688815
3558,207556.60326688815
14094,207556.60326688815
6999,207556.60326688815
14713,207556.60326688815
9586,207556.60326688815
18981,207556.60326688815
651,207556.60326688815
16717,207556.60326688815
19171,207556.60326688815
4137,207556.60326688815
15430,207556.60326688815
1006,207556.60326688815
20463,207556.60326688815
2607,207556.60326688815
14197,207556.60326688815
18767,207556.60326688815
2882,207556.60326688815
16858,207556.60326688815
16947,207556.60326688815
2439,207556.60326688815
1517,207556.60326688815
6965,207556.60326688815
9011,207556.60326688815
12878,207556.60326688815
9147,207556.60326688815
14852,207556.60326688815
1623,207556.60326688815
10263,207556.60326688815
9059,207556.60326688815
14776,207556.60326688815
7443,207556.60326688815
1836,207556.60326688815
11890,207556.60326688815
2981,207556.60326688815
7890,207556.60326688815
11263,207556.60326688815
16790,207556.60326688815
8599,207556.60326688815
1093,207556.60326688815
19646,207556.60326688815
794,207556.60326688815
503,207556.60326688815
18846,207556.60326688815
891,207556.60326688815
913,207556.60326688815
16240,207556.60326688815
7912,207556.60326688815
1269,207556.60326688815
3322,207556.60326688815
7829,207556.60326688815
14140,207556.60326688815
6689,207556.60326688815
9843,207556.60326688815
18055,207556.60326688815
3027,207556.60326688815
17450,207556.60326688815
2085,207556.60326688815
20357,207556.60326688815
9724,207556.60326688815
1259,207556.60326688815
7125,207556.60326688815
5043,207556.60326688815
13398,207556.60326688815
18811,207556.60326688815
16962,207556.60326688815
3438,207556.60326688815
1173,207556.60326688815
14378,207556.60326688815
14937,207556.60326688815
12560,207556.60326688815
13887,207556.60326688815
672,207556.60326688815
10302,207556.60326688815
11142,207556.60326688815
8937,207556.60326688815
6548,207556.60326688815
11171,207556.60326688815
11456,207556.60326688815
10149,207556.60326688815
9773,207556.60326688815
2343,207556.60326688815
18390,207556.60326688815
1711,207556.60326688815
7441,207556.60326688815
7935,207556.60326688815
4170,207556.60326688815
16148,207556.60326688815
18794,207556.60326688815
19750,207556.60326688815
10446,207556.60326688815
17527,207556.60326688815
15096,207556.60326688815
19577,207556.60326688815
17427,207556.60326688815
10966,207556.60326688815
6895,207556.60326688815
8065,207556.60326688815
5671,207556.60326688815
7656,207556.60326688815
18897,207556.60326688815
4681,207556.60326688815
4996,207556.60326688815
1494,207556.60326688815
9767,207556.60326688815
15407,207556.60326688815
18077,207556.60326688815
3043,207556.60326688815
17043,207556.60326688815
3625,207556.60326688815
16953,207556.60326688815
19628,207556.60326688815
4225,207556.60326688815
15126,207556.60326688815
12303,207556.60326688815
1501,207556.60326688815
3522,207556.60326688815
6932,207556.60326688815
3794,207556.60326688815
6635,207556.60326688815
17220,207556.60326688815
9985,207556.60326688815
1919,207556.60326688815
15262,207556.60326688815
13839,207556.60326688815
1666,207556.60326688815
15216,207556.60326688815
7569,207556.60326688815
10978,207556.60326688815
4194,207556.60326688815
8350,207556.60326688815
13977,207556.60326688815
17613,207556.60326688815
19275,207556.60326688815
19629,207556.60326688815
16393,207556.60326688815
5450,207556.60326688815
8094,207556.60326688815
12151,207556.60326688815
1893,207556.60326688815
17019,207556.60326688815
10041,207556.60326688815
5117,207556.60326688815
1100,207556.60326688815
9626,207556.60326688815
8444,207556.60326688815
11322,207556.60326688815
2592,207556.60326688815
15953,207556.60326688815
19294,207556.60326688815
2769,207556.60326688815
19978,207556.60326688815
5102,207556.60326688815
11704,207556.60326688815
3808,207556.60326688815
48,207556.60326688815
12103,207556.60326688815
208,207556.60326688815
61,207556.60326688815
13182,207556.60326688815
8202,207556.60326688815
3063,207556.60326688815
18752,207556.60326688815
20203,207556.60326688815
16864,207556.60326688815
16154,207556.60326688815
6451,207556.60326688815
3547,207556.60326688815
13871,207556.60326688815
7571,207556.60326688815
20351,207556.60326688815
1145,207556.60326688815
13088,207556.60326688815
5449,207556.60326688815
18766,207556.60326688815
15780,207556.60326688815
20077,207556.60326688815
13375,207556.60326688815
5580,207556.60326688815
7450,207556.60326688815
15070,207556.60326688815
8920,207556.60326688815
16367,207556.60326688815
2080,207556.60326688815
14147,207556.60326688815
19994,207556.60326688815
17339,207556.60326688815
13461,207556.60326688815
3751,207556.60326688815
1970,207556.60326688815
2805,207556.60326688815
4338,207556.60326688815
19106,207556.60326688815
1571,207556.60326688815
4101,207556.60326688815
19522,207556.60326688815
4083,207556.60326688815
1179,207556.60326688815
18751,207556.60326688815
4803,207556.60326688815
113,207556.60326688815
163,207556.60326688815
4861,207556.60326688815
3951,207556.60326688815
14272,207556.60326688815
11802,207556.60326688815
18349,207556.60326688815
10478,207556.60326688815
14412,207556.60326688815
12232,207556.60326688815
4583,207556.60326688815
18469,207556.60326688815
2255,207556.60326688815
19611,207556.60326688815
7851,207556.60326688815
11018,207556.60326688815
15040,207556.60326688815
3636,207556.60326688815
429,207556.60326688815
18160,207556.60326688815
6694,207556.60326688815
13337,207556.60326688815
1438,207556.60326688815
6621,207556.60326688815
13627,207556.60326688815
17416,207556.60326688815
8101,207556.60326688815
1771,207556.60326688815
17451,207556.60326688815
4264,207556.60326688815
11652,207556.60326688815
11650,207556.60326688815
16001,207556.60326688815
8557,207556.60326688815
5958,207556.60326688815
10722,207556.60326688815
11133,207556.60326688815
20434,207556.60326688815
2507,207556.60326688815
6861,207556.60326688815
15369,207556.60326688815
4729,207556.60326688815
18829,207556.60326688815
15889,207556.60326688815
11113,207556.60326688815
18448,207556.60326688815
277,207556.60326688815
262,207556.60326688815
6835,207556.60326688815
6768,207556.60326688815
12165,207556.60326688815
