Id,label
342,2
343,8
344,4
345,1
346,2
347,1
348,8
349,0
350,7
351,6
352,9
353,0
354,1
355,6
356,2
357,7
358,3
359,3
360,0
361,5
362,3
363,0
364,5
365,0
366,0
367,2
368,8
369,1
370,1
371,9
372,2
373,0
374,8
375,4
376,4
377,6
378,2
379,2
380,5
381,2
382,1
383,7
384,7
385,5
386,7
387,4
388,8
389,3
390,3
391,5
392,3
393,0
394,3
395,0
396,7
397,9
398,0
399,2
400,4
401,2
402,2
403,5
404,9
405,5
406,0
407,2
408,3
409,3
410,2
411,5
412,6
413,5
414,2
415,4
416,2
417,7
418,7
419,9
420,2
421,8
422,2
423,6
424,1
425,2
426,4
427,3
428,8
429,3
430,5
431,4
432,5
433,7
434,4
435,1
436,5
437,3
438,6
439,5
440,5
441,2
442,4
443,7
444,8
445,4
446,7
447,7
448,3
449,3
450,3
451,5
452,8
453,7
454,3
455,9
456,3
457,4
458,6
459,9
460,1
461,8
462,5
463,7
464,2
465,7
466,5
467,4
468,0
469,6
470,6
471,8
472,7
473,9
474,0
475,3
476,2
477,2
478,5
479,5
480,5
481,4
482,8
483,2
484,5
485,8
486,9
487,6
488,6
489,2
490,4
491,7
492,4
493,2
494,9
495,5
496,6
497,9
498,8
499,2
500,0
501,5
502,8
503,2
504,0
505,6
506,9
507,9
508,6
509,8
510,9
511,2
512,5
513,2
514,4
515,9
516,1
517,4
518,5
519,2
520,1
521,1
522,7
523,5
524,3
525,7
526,5
527,0
528,7
529,0
530,5
531,7
532,9
533,3
534,4
535,3
536,1
537,9
538,0
539,4
540,5
541,5
542,6
543,3
544,3
545,0
546,8
547,7
548,9
549,6
550,7
551,9
552,0
553,5
554,6
555,5
556,7
557,5
558,0
559,9
560,0
561,9
562,2
563,0
564,0
565,3
566,5
567,2
568,3
569,4
570,8
571,0
572,7
573,8
574,1
575,1
576,3
577,7
578,4
579,0
580,1
581,3
582,6
583,1
584,6
585,4
586,3
587,8
588,1
589,6
590,8
591,6
592,1
593,0
594,4
595,9
596,4
597,6
598,0
599,9
600,6
601,1
602,7
603,6
604,4
605,0
606,8
607,0
608,6
609,2
610,2
611,7
612,8
613,9
614,6
615,3
616,1
617,6
618,7
619,9
620,6
621,0
622,0
623,3
624,5
625,6
626,6
627,4
628,2
629,1
630,8
631,5
632,4
633,9
634,2
635,9
636,3
637,6
638,7
639,9
640,9
641,3
642,9
643,3
644,7
645,1
646,0
647,0
648,4
649,6
650,3
651,2
652,2
653,4
654,4
655,5
656,3
657,6
658,7
659,9
660,5
661,7
662,2
663,8
664,7
665,3
666,3
667,1
668,2
669,7
670,8
671,6
672,1
673,8
674,0
675,2
676,9
677,8
678,1
679,5
680,1
681,9
682,6
683,8
684,5
685,5
686,8
687,2
688,2
689,8
690,7
691,7
692,2
693,2
694,9
695,1
696,9
697,1
698,4
699,4
700,3
701,0
702,1
703,7
704,9
705,2
706,6
707,4
708,2
709,8
710,6
711,1
712,0
713,8
714,9
715,1
716,8
717,7
718,0
719,0
720,2
721,5
722,0
723,8
724,7
725,8
726,8
727,3
728,5
729,7
730,9
731,5
732,8
733,6
734,8
735,4
736,3
737,9
738,2
739,5
740,7
741,7
742,6
743,3
744,4
745,5
746,2
747,1
748,4
749,2
750,5
751,1
752,3
753,5
754,4
755,8
756,0
757,7
758,2
759,2
760,9
761,9
762,8
763,8
764,7
765,9
766,6
767,5
768,1
769,1
770,4
771,4
772,6
773,4
774,5
775,5
776,4
777,7
778,5
779,0
780,9
781,2
782,1
783,1
784,4
785,5
786,1
787,1
788,4
789,5
790,3
791,4
792,7
793,6
794,6
795,1
796,5
797,0
798,8
799,7
800,2
801,6
802,8
803,0
804,7
805,9
806,8
807,1
808,0
809,2
810,4
811,5
812,7
813,0
814,9
815,6
816,3
817,4
818,9
819,8
820,9
821,5
822,8
823,0
824,4
825,1
826,5
827,3
828,2
829,0
830,0
831,1
832,5
833,1
834,2
835,8
836,3
837,3
838,4
839,1
840,2
841,2
842,3
843,4
844,8
845,8
846,1
847,7
848,6
849,3
850,9
851,2
852,0
853,1
854,6
855,4
856,6
857,3
858,4
859,4
860,9
861,4
862,9
863,6
864,1
865,3
866,1
867,5
868,7
869,0
870,6
871,4
872,9
873,3
874,6
875,2
876,6
877,3
878,0
879,9
880,4
881,0
882,9
883,1
884,7
885,2
886,2
887,6
888,3
889,1
890,2
891,1
892,6
893,0
894,1
895,1
896,5
897,8
898,8
899,1
900,5
901,3
902,5
903,3
904,7
905,6
906,5
907,9
908,1
909,8
910,4
911,6
912,7
913,2
914,6
915,4
916,7
917,9
918,4
919,9
920,1
921,5
922,4
923,3
924,9
925,0
926,0
927,6
928,0
929,7
930,3
931,2
932,1
933,8
934,1
935,9
936,7
937,4
938,5
939,4
940,5
941,2
942,0
943,5
944,9
945,7
946,5
947,3
948,6
949,5
950,0
951,6
952,3
953,5
954,4
955,2
956,0
957,7
958,4
959,9
960,9
961,0
962,8
963,8
964,4
965,8
966,6
967,7
968,2
969,7
970,6
971,5
972,7
973,7
974,5
975,8
976,1
977,8
978,9
979,5
980,5
981,1
982,4
983,6
984,6
985,0
986,9
987,0
988,8
989,2
990,8
991,3
992,7
993,5
994,4
995,2
996,9
997,9
998,6
999,4
1000,1
1001,2
1002,2
1003,2
1004,0
1005,5
1006,5
1007,0
1008,7
1009,1
1010,3
1011,9
1012,1
1013,4
1014,8
1015,5
1016,5
1017,5
1018,6
1019,7
1020,7
1021,6
1022,0
1023,2
1024,1
1025,2
1026,7
1027,6
1028,6
1029,2
1030,5
1031,3
1032,0
1033,1
1034,5
1035,4
1036,3
1037,7
1038,3
1039,3
1040,5
1041,0
1042,8
1043,8
1044,6
1045,6
1046,0
1047,4
1048,3
1049,2
1050,0
1051,2
1052,8
1053,3
1054,0
1055,3
1056,0
1057,9
1058,3
1059,0
1060,3
1061,3
1062,7
1063,5
1064,6
1065,4
1066,8
1067,4
1068,4
1069,0
1070,5
1071,0
1072,9
1073,2
1074,8
1075,4
1076,2
1077,1
1078,7
1079,1
1080,1
1081,4
1082,9
1083,0
1084,0
1085,4
1086,2
1087,8
1088,9
1089,6
1090,4
1091,6
1092,2
1093,5
1094,3
1095,9
1096,6
1097,5
1098,7
1099,1
1100,8
1101,2
1102,2
1103,3
1104,2
1105,9
1106,6
1107,5
1108,8
1109,0
1110,8
1111,7
1112,1
1113,6
1114,8
1115,3
1116,7
1117,4
1118,0
1119,8
1120,0
1121,1
1122,4
1123,4
1124,2
1125,6
1126,9
1127,8
1128,9
1129,1
1130,4
1131,7
1132,9
1133,8
1134,2
1135,7
1136,2
1137,1
1138,8
1139,0
1140,8
1141,3
1142,8
1143,8
1144,9
1145,7
1146,4
1147,3
1148,6
1149,6
1150,4
1151,1
1152,2
1153,3
1154,2
1155,2
1156,6
1157,0
1158,1
1159,2
1160,6
1161,2
1162,2
1163,3
1164,0
1165,7
1166,2
1167,4
1168,2
1169,1
1170,7
1171,6
1172,6
1173,3
1174,6
1175,9
1176,4
1177,9
1178,8
1179,5
1180,5
1181,7
1182,4
1183,8
1184,4
1185,8
1186,4
1187,2
1188,4
1189,2
1190,1
1191,8
1192,8
1193,4
1194,8
1195,9
1196,7
1197,4
1198,5
1199,3
1200,6
1201,3
1202,6
1203,2
1204,8
1205,6
1206,6
1207,4
1208,1
1209,6
1210,5
1211,9
1212,7
1213,7
1214,2
1215,6
1216,5
1217,1
1218,3
1219,0
1220,5
1221,8
1222,5
1223,0
1224,3
1225,3
1226,1
1227,6
1228,2
1229,0
1230,1
1231,7
1232,5
1233,9
1234,5
1235,2
1236,6
1237,7
1238,6
1239,1
1240,3
1241,5
1242,7
1243,4
1244,2
1245,6
1246,1
1247,8
1248,2
1249,6
1250,3
1251,8
1252,3
1253,6
1254,5
1255,6
1256,4
1257,5
1258,2
1259,5
1260,7
1261,8
1262,6
1263,1
1264,6
1265,8
1266,2
1267,0
1268,2
1269,9
1270,0
1271,5
1272,7
1273,5
1274,6
1275,2
1276,4
1277,7
1278,2
1279,2
1280,6
1281,8
1282,0
1283,9
1284,4
1285,8
1286,1
1287,0
1288,4
1289,9
1290,6
1291,7
1292,1
1293,8
1294,1
1295,2
1296,3
1297,8
1298,9
1299,2
1300,8
1301,2
1302,2
1303,4
1304,0
1305,1
1306,7
1307,4
1308,2
1309,2
1310,9
1311,8
1312,9
1313,1
1314,6
1315,4
1316,1
1317,6
1318,5
1319,2
1320,3
1321,2
1322,4
1323,0
1324,7
1325,9
1326,0
1327,7
1328,9
1329,1
1330,1
1331,1
1332,7
1333,7
1334,0
1335,6
1336,8
1337,1
1338,0
1339,4
1340,8
1341,7
1342,1
1343,4
1344,7
1345,0
1346,1
1347,0
1348,4
1349,6
1350,3
1351,8
1352,7
1353,1
1354,0
1355,2
1356,1
1357,3
1358,6
1359,3
1360,1
1361,7
1362,0
1363,6
1364,6
1365,0
1366,1
1367,6
1368,4
1369,0
1370,8
1371,1
1372,7
1373,9
1374,9
1375,5
1376,6
1377,5
1378,2
1379,4
1380,5
1381,0
1382,5
1383,9
1384,7
1385,6
1386,2
1387,0
1388,1
1389,3
1390,3
1391,0
1392,8
1393,5
1394,1
1395,2
1396,9
1397,3
1398,1
1399,0
1400,8
1401,3
1402,8
1403,9
1404,4
1405,7
1406,9
1407,5
1408,0
1409,6
1410,2
1411,8
1412,2
1413,6
1414,3
1415,2
1416,0
1417,0
1418,6
1419,9
1420,4
1421,0
1422,7
1423,0
1424,1
1425,0
1426,9
1427,3
1428,6
1429,0
1430,4
1431,8
1432,5
1433,5
1434,3
1435,6
1436,1
1437,6
1438,5
1439,2
1440,4
1441,7
1442,5
1443,6
1444,3
1445,3
1446,1
1447,6
1448,4
1449,0
1450,1
1451,6
1452,1
1453,7
1454,0
1455,6
1456,1
1457,0
1458,9
1459,4
1460,3
1461,2
1462,7
1463,6
1464,0
1465,3
1466,6
1467,5
1468,7
1469,3
1470,2
1471,4
1472,3
1473,8
1474,1
1475,6
1476,2
1477,9
1478,7
1479,5
1480,3
1481,8
1482,6
1483,0
1484,8
1485,7
1486,2
1487,0
1488,4
1489,1
1490,2
1491,1
1492,1
1493,4
1494,5
1495,9
1496,2
1497,0
1498,2
1499,8
1500,8
1501,5
1502,1
1503,6
1504,6
1505,3
1506,6
1507,9
1508,5
1509,4
1510,1
1511,0
1512,5
1513,5
1514,3
1515,3
1516,9
1517,4
1518,7
1519,3
1520,1
1521,7
1522,2
1523,7
1524,0
1525,0
1526,6
1527,5
1528,7
1529,5
1530,6
1531,2
1532,1
1533,7
1534,3
1535,8
1536,0
1537,4
1538,6
1539,2
1540,9
1541,5
1542,1
1543,9
1544,1
1545,9
1546,1
1547,1
1548,2
1549,4
1550,5
1551,9
1552,1
1553,4
1554,4
1555,2
1556,3
1557,2
1558,3
1559,1
1560,1
1561,8
1562,3
1563,5
1564,4
1565,7
1566,9
1567,2
1568,1
1569,0
1570,0
1571,2
1572,0
1573,8
1574,2
1575,2
1576,5
1577,1
1578,6
1579,1
1580,6
1581,1
1582,5
1583,5
1584,5
1585,1
1586,2
1587,8
1588,6
1589,1
1590,7
1591,4
1592,6
1593,9
1594,3
1595,8
1596,9
1597,0
1598,0
1599,3
1600,0
1601,5
1602,5
1603,4
1604,1
1605,6
1606,7
1607,8
1608,5
1609,7
1610,2
1611,8
1612,8
1613,6
1614,6
1615,1
1616,2
1617,1
1618,2
1619,3
1620,2
1621,0
1622,3
1623,9
1624,1
1625,9
1626,5
1627,9
1628,2
1629,0
1630,0
1631,0
1632,9
1633,1
1634,1
1635,2
1636,8
1637,1
1638,5
1639,8
1640,1
1641,1
1642,4
1643,7
1644,5
1645,8
1646,4
1647,0
1648,0
1649,2
1650,1
1651,9
1652,7
1653,6
1654,9
1655,7
1656,9
1657,7
1658,7
1659,1
1660,5
1661,5
1662,8
1663,1
1664,1
1665,3
1666,3
1667,0
1668,2
1669,7
1670,2
1671,3
1672,4
1673,1
1674,2
1675,9
1676,9
1677,6
1678,6
1679,2
1680,8
1681,3
1682,9
1683,1
1684,1
1685,6
1686,8
1687,2
1688,5
1689,4
1690,9
1691,3
1692,0
1693,9
1694,1
1695,9
1696,0
1697,9
1698,1
1699,7
1700,5
1701,3
1702,8
1703,8
1704,9
1705,7
1706,6
1707,0
1708,7
1709,3
1710,5
1711,9
1712,1
1713,0
1714,8
1715,4
1716,2
1717,5
1718,7
1719,2
1720,4
1721,6
1722,0
1723,8
1724,1
1725,8
1726,6
1727,0
1728,0
1729,0
1730,5
1731,6
1732,9
1733,0
1734,1
1735,9
1736,3
1737,8
1738,9
1739,1
1740,3
1741,4
1742,2
1743,8
1744,8
1745,6
1746,1
1747,4
1748,4
1749,8
1750,0
1751,3
1752,7
1753,1
1754,8
1755,1
1756,6
1757,8
1758,9
1759,3
1760,3
1761,2
1762,0
1763,4
1764,7
1765,6
1766,4
1767,6
1768,8
1769,6
1770,3
1771,1
1772,2
1773,4
1774,9
1775,7
1776,3
1777,8
1778,1
1779,8
1780,2
1781,1
1782,3
1783,5
1784,2
1785,2
1786,8
1787,1
1788,7
1789,7
1790,4
1791,9
1792,9
1793,0
1794,1
1795,1
1796,9
1797,1
1798,7
1799,8
1800,8
1801,2
1802,0
1803,4
1804,2
1805,3
1806,9
1807,5
1808,1
1809,8
1810,6
1811,3
1812,6
1813,4
1814,5
1815,9
1816,6
1817,9
1818,3
1819,2
1820,6
1821,6
1822,0
1823,9
1824,7
1825,1
1826,7
1827,9
1828,9
1829,5
1830,5
1831,0
1832,1
1833,0
1834,5
1835,1
1836,6
1837,9
1838,9
1839,9
1840,7
1841,4
1842,7
1843,9
1844,0
1845,3
1846,2
1847,1
1848,7
1849,2
1850,8
1851,1
1852,4
1853,5
1854,0
1855,2
1856,6
1857,9
1858,0
1859,2
1860,2
1861,4
1862,2
1863,7
1864,7
1865,0
1866,0
1867,1
1868,5
1869,0
1870,4
1871,9
1872,9
1873,0
1874,3
1875,1
1876,0
1877,3
1878,0
1879,2
1880,7
1881,1
1882,5
1883,0
1884,8
1885,6
1886,0
1887,7
1888,4
1889,6
1890,2
1891,3
1892,6
1893,6
1894,2
1895,7
1896,7
1897,8
1898,6
1899,7
1900,1
1901,3
1902,9
1903,6
1904,0
1905,8
1906,4
1907,7
1908,4
1909,2
1910,6
1911,3
1912,9
1913,0
1914,6
1915,0
1916,6
1917,1
1918,8
1919,5
1920,9
1921,6
1922,6
1923,8
1924,1
1925,8
1926,4
1927,7
1928,6
1929,5
1930,3
1931,8
1932,3
1933,5
1934,0
1935,7
1936,5
1937,9
1938,0
1939,4
1940,1
1941,8
1942,3
1943,9
1944,7
1945,7
1946,1
1947,9
1948,7
1949,2
1950,4
1951,6
1952,1
1953,7
1954,4
1955,6
1956,7
1957,4
1958,0
1959,5
1960,4
1961,5
1962,7
1963,0
1964,7
1965,5
1966,7
1967,6
1968,5
1969,7
1970,3
1971,0
1972,0
1973,1
1974,7
1975,6
1976,8
1977,4
1978,8
1979,5
1980,0
1981,3
1982,1
1983,5
1984,3
1985,4
1986,1
1987,2
1988,1
1989,5
1990,9
1991,0
1992,0
1993,3
1994,9
1995,6
1996,1
1997,8
1998,4
1999,1
2000,3
2001,6
2002,5
2003,0
2004,0
2005,8
2006,2
2007,4
2008,3
2009,7
2010,8
2011,7
2012,3
2013,7
2014,5
2015,4
2016,8
2017,1
2018,8
2019,0
2020,2
2021,5
2022,6
2023,7
2024,9
2025,3
2026,2
2027,5
2028,7
2029,1
2030,6
2031,3
2032,3
2033,7
2034,0
2035,5
2036,3
2037,8
2038,6
2039,5
2040,8
2041,8
2042,5
2043,2
2044,6
2045,0
2046,5
2047,3
2048,7
2049,6
2050,4
2051,7
2052,9
2053,5
2054,8
2055,4
2056,4
2057,8
2058,5
2059,9
2060,9
2061,0
2062,9
2063,3
2064,4
2065,8
2066,1
2067,3
2068,8
2069,1
2070,1
2071,4
2072,6
2073,9
2074,0
2075,4
2076,5
2077,5
2078,4
2079,9
2080,7
2081,1
2082,4
2083,2
2084,5
2085,8
2086,7
2087,1
2088,6
2089,3
2090,3
2091,8
2092,1
2093,6
2094,9
2095,3
2096,6
2097,1
2098,7
2099,2
2100,5
2101,7
2102,3
2103,0
2104,9
2105,9
2106,4
2107,0
2108,3
2109,3
2110,1
2111,9
2112,4
2113,9
2114,9
2115,1
2116,7
2117,4
2118,6
2119,2
2120,0
2121,8
2122,1
2123,1
2124,0
2125,7
2126,0
2127,5
2128,4
2129,5
2130,5
2131,5
2132,2
2133,2
2134,1
2135,1
2136,3
2137,2
2138,0
2139,0
2140,8
2141,1
2142,0
2143,0
2144,4
2145,1
2146,0
2147,1
2148,5
2149,3
2150,4
2151,5
2152,6
2153,4
2154,3
2155,9
2156,5
2157,8
2158,5
2159,4
2160,0
2161,8
2162,8
2163,8
2164,8
2165,9
2166,9
2167,4
2168,0
2169,6
2170,6
2171,2
2172,5
2173,5
2174,5
2175,9
2176,7
2177,5
2178,6
2179,6
2180,1
2181,8
2182,2
2183,2
2184,2
2185,1
2186,1
2187,5
2188,0
2189,2
2190,8
2191,9
2192,1
2193,9
2194,9
2195,3
2196,9
2197,8
2198,5
2199,9
2200,1
2201,1
2202,2
2203,6
2204,6
2205,5
2206,1
2207,5
2208,7
2209,7
2210,8
2211,6
2212,2
2213,2
2214,4
2215,2
2216,0
2217,6
2218,1
2219,7
2220,4
2221,8
2222,2
2223,6
2224,5
2225,5
2226,6
2227,4
2228,3
2229,2
2230,0
2231,3
2232,4
2233,0
2234,9
2235,7
2236,8
2237,3
2238,0
2239,7
2240,4
2241,1
2242,6
2243,8
2244,1
2245,4
2246,1
2247,4
2248,3
2249,3
2250,0
2251,8
2252,9
2253,3
2254,9
2255,5
2256,3
2257,6
2258,6
2259,0
2260,1
2261,3
2262,8
2263,7
2264,6
2265,8
2266,0
2267,3
2268,8
2269,7
2270,9
2271,8
2272,2
2273,0
2274,1
2275,7
2276,0
2277,8
2278,3
2279,6
2280,6
2281,8
2282,7
2283,2
2284,1
2285,0
2286,5
2287,0
2288,8
2289,3
2290,5
2291,0
2292,5
2293,9
2294,7
2295,2
2296,1
2297,8
2298,2
2299,3
2300,5
2301,4
2302,9
2303,8
2304,1
2305,9
2306,5
2307,3
2308,3
2309,1
2310,4
2311,8
2312,3
2313,9
2314,3
2315,7
2316,9
2317,0
2318,3
2319,6
2320,1
2321,9
2322,5
2323,3
2324,7
2325,2
2326,3
2327,1
2328,1
2329,3
2330,1
2331,3
2332,1
2333,8
2334,2
2335,0
2336,2
2337,4
2338,1
2339,5
2340,1
2341,5
2342,7
2343,6
2344,2
2345,5
2346,4
2347,6
2348,1
2349,8
2350,0
2351,8
2352,9
2353,1
2354,3
2355,6
2356,7
2357,7
2358,2
2359,3
2360,9
2361,3
2362,8
2363,5
2364,2
2365,5
2366,4
2367,5
2368,2
2369,2
2370,0
2371,7
2372,7
2373,5
2374,7
2375,5
2376,7
2377,5
2378,5
2379,2
2380,8
2381,4
2382,5
2383,0
2384,5
2385,0
2386,4
2387,9
2388,2
2389,9
2390,3
2391,4
2392,0
2393,5
2394,4
2395,8
2396,8
2397,3
2398,0
2399,8
2400,5
2401,4
2402,0
2403,9
2404,5
2405,6
2406,4
2407,8
2408,9
2409,4
2410,8
2411,9
2412,4
2413,5
2414,4
2415,6
2416,2
2417,4
2418,1
2419,0
2420,7
2421,3
2422,6
2423,8
2424,4
2425,6
2426,3
2427,7
2428,0
2429,3
2430,6
2431,1
2432,4
2433,1
2434,3
2435,6
2436,6
2437,7
2438,9
2439,1
2440,7
2441,1
2442,0
2443,2
2444,0
2445,8
2446,6
2447,6
2448,8
2449,7
2450,9
2451,8
2452,6
2453,8
2454,7
2455,0
2456,6
2457,8
2458,0
2459,7
2460,1
2461,1
2462,4
2463,6
2464,3
2465,3
2466,4
2467,8
2468,4
2469,8
2470,6
2471,9
2472,5
2473,9
2474,0
2475,3
2476,8
2477,7
2478,4
2479,9
2480,3
2481,3
2482,9
2483,4
2484,3
2485,0
2486,0
2487,6
2488,6
2489,0
2490,1
2491,6
2492,8
2493,9
2494,3
2495,7
2496,1
2497,7
2498,9
2499,1
2500,6
2501,5
2502,5
2503,9
2504,3
2505,7
2506,3
2507,1
2508,5
2509,1
2510,7
2511,9
2512,2
2513,4
2514,2
2515,6
2516,5
2517,2
2518,6
2519,4
2520,9
2521,2
2522,4
2523,4
2524,4
2525,4
2526,3
2527,4
2528,2
2529,9
2530,7
2531,2
2532,5
2533,6
2534,7
2535,8
2536,7
2537,5
2538,4
2539,0
2540,7
2541,3
2542,3
2543,3
2544,1
2545,5
2546,4
2547,7
2548,8
2549,0
2550,5
2551,9
2552,6
2553,0
2554,2
2555,5
2556,5
2557,0
2558,1
2559,6
2560,7
2561,0
2562,4
2563,6
2564,6
2565,6
2566,5
2567,2
2568,1
2569,9
2570,0
2571,8
2572,4
2573,1
2574,5
2575,7
2576,5
2577,6
2578,7
2579,9
2580,2
2581,4
2582,2
2583,4
2584,9
2585,6
2586,4
2587,0
2588,8
2589,6
2590,3
2591,5
2592,4
2593,4
2594,1
2595,0
2596,3
2597,9
2598,7
2599,1
2600,2
2601,8
2602,6
2603,0
2604,9
2605,8
2606,6
2607,8
2608,6
2609,5
2610,9
2611,8
2612,5
2613,8
2614,8
2615,8
2616,8
2617,6
2618,3
2619,9
2620,6
2621,6
2622,3
2623,8
2624,3
2625,6
2626,7
2627,1
2628,9
2629,6
2630,9
2631,6
2632,6
2633,7
2634,1
2635,8
2636,4
2637,0
2638,1
2639,9
2640,6
2641,2
2642,5
2643,1
2644,9
2645,1
2646,9
2647,2
2648,9
2649,7
2650,3
2651,6
2652,7
2653,6
2654,4
2655,2
2656,6
2657,1
2658,0
2659,6
2660,9
2661,4
2662,6
2663,3
2664,4
2665,1
2666,9
2667,9
2668,0
2669,6
2670,9
2671,1
2672,8
2673,8
2674,7
2675,7
2676,4
2677,7
2678,5
2679,9
2680,3
2681,2
2682,9
2683,2
2684,6
2685,9
2686,1
2687,4
2688,8
2689,7
2690,4
2691,8
2692,1
2693,7
2694,6
2695,1
2696,0
2697,4
2698,2
2699,8
2700,7
2701,6
2702,0
2703,2
2704,4
2705,3
2706,7
2707,7
2708,9
2709,9
2710,6
2711,2
2712,1
2713,3
2714,4
2715,0
2716,6
2717,2
2718,3
2719,9
2720,2
2721,3
2722,1
2723,6
2724,7
2725,3
2726,3
2727,9
2728,8
2729,8
2730,3
2731,9
2732,2
2733,2
2734,1
2735,4
2736,0
2737,3
2738,6
2739,2
2740,0
2741,0
2742,1
2743,9
2744,7
2745,0
2746,6
2747,8
2748,7
2749,8
2750,6
2751,0
2752,3
2753,3
2754,0
2755,4
2756,5
2757,0
2758,4
2759,9
2760,7
2761,4
2762,6
2763,1
2764,2
2765,2
2766,6
2767,0
2768,8
2769,1
2770,3
2771,2
2772,4
2773,7
2774,5
2775,3
2776,2
2777,1
2778,4
2779,1
2780,9
2781,1
2782,2
2783,5
2784,4
2785,1
2786,2
2787,9
2788,0
2789,3
2790,3
2791,7
2792,6
2793,9
2794,2
2795,3
2796,1
2797,8
2798,6
2799,8
2800,2
2801,3
2802,6
2803,6
2804,3
2805,2
2806,9
2807,1
2808,6
2809,0
2810,4
2811,6
2812,2
2813,0
2814,8
2815,6
2816,4
2817,9
2818,4
2819,4
2820,6
2821,0
2822,5
2823,4
2824,1
2825,0
2826,6
2827,9
2828,1
2829,4
2830,3
2831,1
2832,2
2833,8
2834,2
2835,7
2836,1
2837,0
2838,8
2839,0
2840,5
2841,7
2842,8
2843,3
2844,4
2845,6
2846,5
2847,0
2848,4
2849,1
2850,2
2851,1
2852,7
2853,7
2854,4
2855,9
2856,6
2857,5
2858,1
2859,0
2860,6
2861,2
2862,2
2863,6
2864,1
2865,8
2866,9
2867,5
2868,8
2869,2
2870,5
2871,5
2872,3
2873,3
2874,0
2875,9
2876,3
2877,8
2878,9
2879,4
2880,6
2881,2
2882,1
2883,2
2884,8
2885,4
2886,4
2887,3
2888,2
2889,4
2890,7
2891,0
2892,5
2893,8
2894,7
2895,0
2896,0
2897,1
2898,8
2899,2
2900,7
2901,4
2902,3
2903,3
2904,0
2905,4
2906,6
2907,9
2908,2
2909,8
2910,3
2911,4
2912,1
2913,2
2914,3
2915,3
2916,9
2917,4
2918,0
2919,6
2920,2
2921,1
2922,0
2923,7
2924,7
2925,1
2926,1
2927,0
2928,6
2929,6
2930,3
2931,1
2932,7
2933,6
2934,1
2935,9
2936,0
2937,6
2938,2
2939,6
2940,9
2941,5
2942,1
2943,3
2944,9
2945,5
2946,1
2947,6
2948,3
2949,2
2950,8
2951,4
2952,5
2953,1
2954,1
2955,6
2956,4
2957,0
2958,2
2959,9
2960,2
2961,5
2962,4
2963,6
2964,0
2965,1
2966,1
2967,9
2968,1
2969,4
2970,3
2971,9
2972,9
2973,4
2974,6
2975,9
2976,0
2977,9
2978,1
2979,8
2980,3
2981,9
2982,6
2983,8
2984,9
2985,8
2986,5
2987,3
2988,2
2989,2
2990,7
2991,0
2992,9
2993,2
2994,9
2995,3
2996,9
2997,9
